"productora","n","weighted_mean_votos","weighted_mean_beneficios","weighted_mean_popularidad"
"River Road Entertainment",8,7.56542883304507,45704868.875,33.388883
"Hey Eddie",3,5.16567728008635,105581044,33.3238366666667
"FilmDistrict",8,6.62980301101041,21857180.375,33.32333
"Molinare Investment",2,7.49331990600873,187105774.5,33.185328
"Nick Wechsler Productions",6,6.14469065768481,17584354.1666667,33.180813
"American Entertainment Partners L.P.",2,7.25871446229914,41172998,33.006683
"Centropolis Entertainment",10,5.98173213172363,239243274.7,32.9619679
"RT Features",2,6.47453625632378,20496885.5,32.9059595
"Walden Media",18,6.32518117045247,95683231,32.9014685
"Waverly Films",4,6.80536635706914,147391441.25,32.8753295
"Marvel Knights",2,4.8851644506648,40903364,32.867388
"The Ladd Company",8,7.66376012965964,32966323.875,32.81296275
"Filmförderungsanstalt (FFA)",3,7.70480704129993,57094978.3333333,32.8059793333333
"Olive Bridge Entertainment",4,6.52030060511419,71940142.5,32.79742025
"Buckaroo Entertainment",4,5.8541296479105,18152837.75,32.796246
"Spring Creek Productions",5,6.78346409173205,58966114,32.7397838
"Woods Entertainment",2,6.91776103336921,94454425,32.6401195
"Bull's Eye Entertainment",2,7.14157018813314,69412539,32.592058
"Turman-Foster Company",2,7.60144605116796,-20185120,32.5471275
"Bedford Falls Company, The",3,7.05706657173371,174315872.666667,32.533792
"Nina Saxon Film Design",2,6.77918334667734,105713058,32.4134375
"United Plankton Pictures",2,6.19953596287703,173877912,32.4115115
"Brothers Dowdle Productions",2,6.40213869086196,42259436,32.25877
"Splendid Pictures",3,7.43317546767701,111243040.333333,32.243021
"Mark Johnson Productions",2,7.29719197707737,36334936,32.230981
"Horizon Pictures (II)",2,7.7610911701364,42647692.5,32.1981475
"Mace Neufeld Productions",10,6.69804079751066,86870889,32.1845186
"Mimran Schur Pictures",2,7.37213114754098,-7231583.5,32.1801005
"Government of Malta",2,6.55098418844789,305930982,32.1010015
"Marv Films",8,6.42013820335637,33949456.75,32.069635875
"Vertigo Entertainment",16,6.97077725612937,87329017.5,31.9967696875
"Electric City Entertainment",2,6.8,19684559.5,31.9826515
"Dune Entertainment III",26,6.35083953666923,76575027,31.8915684230769
"Versátil Cinema",2,7.29178885630499,61861144,31.88251
"Pariah",3,6.89855072463768,46562509.6666667,31.8469956666667
"Exclusive Media Group",10,6.78474187761611,36269330.8,31.8361046
"Blinding Edge Pictures",8,5.75000907605736,144068579.75,31.828118875
"Ombra Films",2,6.19281210592686,49900379,31.771396
"Open Road Films",10,6.0156191369606,16097265.5,31.7598273
"Original Film",30,6.3336648583484,131932911.866667,31.7541603666667
"Medienboard Berlin-Brandenburg",5,7.5052754982415,35737148,31.715143
"Hammer Film Productions",2,6.308229561451,57438174.5,31.690251
"Relativity Media",102,6.32565434545436,72488872.9607843,31.6839879901961
"Filmstiftung Nordrhein-Westfalen",5,7.52451822171341,49636120,31.6824054
"Universal Pictures",309,6.66392315080438,93490113.1812298,31.6681822653722
"Current Entertainment",7,6.24996250468691,14090754.2857143,31.6233161428571
"Crescendo Productions",2,7.00167400881057,27698754,31.601443
"Columbia Pictures",200,6.45929655693063,87451800.195,31.5782729
"Eric's Boy",3,6.2033966033966,187593168.666667,31.5368583333333
"Ontario Film Development Corporation",2,6.63005747126437,181997931,31.3858585
"Living Films",4,6.14876194189901,45090562,31.3784765
"Gulfstream Pictures",2,6.33516981132075,41747305,31.3441745
"FilmEngine",4,7.23063505042246,32063664,31.3207025
"Solaris Film",2,7.47777777777778,-397278.5,31.3093135
"Regione Lazio",2,7.49775280898876,863479,31.290918
"TF1 Films Production",16,6.45890300463803,31440211.75,31.2796466875
"Zadan / Meron Productions",2,6.80521978021978,85411255,31.232939
"Indian Paintbrush",9,7.40686274509804,23774778.7777778,31.2275164444444
"Parts and Labor",2,6.39741718135879,19528435.5,31.1265555
"LivePlanet",5,6.13119304059652,86672614.2,31.1172788
"Offspring Entertainment",7,6.30818884478797,63620046,31.0514801428571
"Carolco Pictures",9,7.02902855832091,118057682.666667,31.0466316666667
"Bedford Falls Productions",5,7.01788440567067,114634874.8,30.9277672
"Don Simpson/Jerry Bruckheimer Films",6,6.50996280122918,168013694.166667,30.8845841666667
"Warner Bros. Animation",6,7.30178130511464,67919315.5,30.8556863333333
"Reliance BIG Entertainment",5,6.00182589450387,51456439,30.7879006
"STX Entertainment",4,6.25587055362396,71864521,30.73775725
"The Mark Gordon Company",7,6.2370461964586,93735311,30.6632165714286
"Walt Disney",7,6.49009947155735,154238592,30.653928
"R.P. Productions",4,7.29506172839506,28197619.75,30.62011825
"Beverly Detroit",3,7.58910505836576,33324044,30.576184
"Nu Image Entertainment GmbH",3,6.180431510286,6948910,30.53952
"The Kennedy/Marshall Company",12,7.02490773623007,151046897.5,30.5358565833333
"Virgin Produced",4,5.39040740740741,46484145.25,30.514567
"Paramount Pictures",284,6.83828934400825,97073627.3169014,30.4899030669014
"MFP Munich Film Partners GmbH & Company I. Produktions KG",4,6.32428529325081,85942445.5,30.47282
"Bazelevs Production",7,5.82367532905839,53829563.8571429,30.3808992857143
"Internationale Filmproduktion Blackbird Dritte",3,6.90500236705066,138056057.666667,30.3798576666667
"Sony Pictures Entertainment",7,5.91486571879937,60983374.1428571,30.3755621428571
"Playtone",9,6.54329749103943,159905974.888889,30.2622286666667
"Rooks Nest Entertainment",2,6.34614435533621,20023954,30.224306
"Michael London Productions",2,7.05432393693263,70208660,30.193192
"Televisió de Catalunya (TV3)",3,7.14843986670706,75891885.6666667,30.147534
"Closest to the Hole Productions",4,6.54562937062937,31316973.75,30.14044875
"David Brown Productions",3,6.79241472172352,125306360.666667,30.1201646666667
"Jersey Films",15,7.59248955991005,48770267.3333333,30.1137394
"DreamWorks SKG",78,6.83124554936539,127769661.871795,30.0783871282051
"France 3 Cinéma",7,7.34989303178484,43051789.7142857,30.0436318571429
"Fox Animation Studios",2,7.20269340974212,24279491,30.004864
"TAFT Entertainment Pictures",2,6.75049715909091,-1438947.5,29.963946
"Grindstone Entertainment Group",3,5.42547021943574,74350287.6666667,29.9051503333333
"FilmColony",3,7.37673503211104,69561423,29.8618383333333
"VIP 3 Medienfonds",2,6.36085176085176,6913165,29.669986
"Odd Lot Entertainment",5,6.97933837959069,15244401,29.5983508
"Apatow Productions",20,6.3199516510647,66551014.9,29.5902354
"VideoFilmes",2,7.72997635933806,5563044,29.4849315
"Scott Rudin Productions",37,7.06795458048605,59249734.5405405,29.4523154324324
"New Regency Pictures",40,6.81581713203122,61640804.65,29.4139214
"Patalex Productions",2,7.01475256769374,15295500,29.3954375
"Ghoulardi Film Company",6,7.33019915741095,11855190.5,29.3421788333333
"International Production Company",5,5.74390168970814,33406305.6,29.1687516
"Working Title Films",53,6.99325528987097,62692308.8113208,29.1567783584906
"EDKO Film",2,7.18321364452424,98918585,29.1294
"Liberator Productions",2,7.17923930269414,20824588.5,29.097913
"Saturn Films",12,6.28921145547273,27006128.25,29.0605729166667
"Columbia Pictures Film Production Asia",2,7.08617021276596,121913603.5,29.057751
"Nouvelles Éditions de Films (NEF)",3,6.48290293855744,37484935.6666667,28.9613943333333
"Silver Screen Partners IV",4,7.61819561917155,175405712.25,28.9139765
"Nu Image Films",12,5.99338606690174,29566409.25,28.8896375
"Everyman Pictures",5,5.95750463248919,164813508.6,28.8890006
"Tapioca Films",4,7.64008919722498,18604185.75,28.77236775
"The Movie Network",3,6.36939947780679,11557120,28.7474403333333
"Konrad Pictures",6,6.43614606464347,85765461,28.721387
"Hemdale Film Corporation",3,7.45134099616858,54583931.6666667,28.6511903333333
"Millennium Films",28,5.97882863547479,21098353.7857143,28.6484162142857
"Imagenation Abu Dhabi FZ",13,6.32720746590093,67240636.8461538,28.6292720769231
"3 Arts Entertainment",11,6.90003459908312,42689408.6363636,28.4841517272727
"Emmett/Furla Films",12,6.58715606550072,45774523.0833333,28.4609399166667
"Impact Pictures",12,5.95146259590793,45536592.1666667,28.3594071666667
"New Line Cinema",162,6.82790775702985,82465209.462963,28.2467671296296
"Ikiru Films",2,7.08001373626374,53664054.5,28.2413325
"K. JAM Media",2,6.31983953318745,-16089621,28.206088
"Alberta Film Entertainment",3,7.29101899827288,49585184.6666667,28.189175
"Fox 2000 Pictures",55,6.86917453931535,79169815.4363636,28.1887757636364
"Hemdale Film",3,7.28668388914983,16157066.6666667,28.1727983333333
"Flower Films (II)",6,6.2102346677184,87649812.5,28.1650305
"Constantin Film Produktion",20,6.59387701655143,41657266.3,28.12653165
"GAGA",2,7.25034802784223,31709376.5,28.1135005
"Egmond Film & Television",2,5.785,3223510.5,28.106444
"Edge City",2,6.97291536050157,76782145.5,28.084231
"De Line Pictures",10,5.87455245864491,54046734.2,28.0748266
"Smokehouse Pictures",8,6.57350541823938,57442355.25,28.041932625
"Faliro House Productions",2,6.74009508716323,-1805624.5,28.00888
"Vinyl Films",5,6.4176702603208,35427756,28.0047888
"Anonymous Content",17,7.13727555421808,40493313.2941176,27.9808095294118
"IM Global",11,6.29646069384418,21785608.3636364,27.9770288181818
"Solana Films",5,5.6706910459801,157547402.8,27.9430832
"Langley Park Production",2,6.40837004405286,59779020.5,27.9263695
"Ghost House Pictures",7,6.0508974116758,71159598.8571429,27.8995352857143
"Malpaso Productions",19,7.30015652718355,89872359.4736842,27.8907964210526
"Krane Entertainment",3,6.64807135969142,82724853,27.882471
"Star Partners II Ltd.",2,7.4329423763386,201425014,27.8634305
"De Fina-Cappa",2,7.62375979112272,16056187.5,27.813899
"Film Rites",4,7.09387942936033,76497048.75,27.807511
"Regency Enterprises",69,6.81950068062676,69143254.5797101,27.8063247681159
"Green Moon Productions",2,5.6158357771261,-3500000,27.7893755
"Kerner Entertainment Company",3,5.53996299722479,251727833.666667,27.753477
"Overnight Films",2,5.9457046603032,7168030,27.7345775
"Happy Madison Productions",32,5.79283218310474,60906200.46875,27.59034234375
"CJ Entertainment",4,6.79928057553957,18495646.75,27.5619935
"Monarchy Enterprises B.V.",2,6.97761429322123,119814887,27.560017
"Location Gourmet",2,5.53129399025447,74086442.5,27.5475615
"Creative Scotland",2,6.08807692307692,-6254144,27.5421605
"Gaumont",9,6.62381093495333,12571502.7777778,27.5259717777778
"Mandate Pictures",12,6.50685166772123,48278911.3333333,27.5245700833333
"PolyGram Filmed Entertainment",15,6.89979831448534,74402219.8666667,27.4531234666667
"Envision Entertainment",3,6.50638111888112,19501483,27.390742
"Renaissance Pictures",3,7.04796425024826,30898860.3333333,27.368011
"Donners' Company",14,6.70635692856564,170790933.357143,27.3377796428571
"Davis-Films",12,6.20489031078611,72769770.3333333,27.2506974166667
"Double Feature Films",15,6.72823137744486,31756608.2,27.2471323333333
"Talisman Productions",2,6.1437223042836,57163823.5,27.1893235
"Jolie Pas",2,7.10951156812339,46085341.5,27.1614645
"Red Hour Films",10,6.34517001143808,43426005.6,27.0800907
"A.J.O.Z. Films",2,6.30999115826702,-1768914.5,27.0315045
"Leverage Entertainment",2,5.93457730388424,26135565,26.993677
"Edward R. Pressman Film",5,6.97455893633342,28416955.2,26.9910214
"Ixtlan",3,6.48471257106759,76732894,26.977809
"One Race Productions",2,6.69054325955734,280737485,26.94289
"Cappa Productions",3,6.99218472468916,44433333.3333333,26.8241963333333
"Three Strange Angels",3,6.57682012847966,59796478,26.8198093333333
"Rhino Films",2,7.12743243243243,159306.5,26.8134245
"Davis Entertainment",34,6.10405045234431,64771510.1470588,26.7818668823529
"The Weinstein Company",42,7.21522329511165,51980366.5238095,26.7687935952381
"Toho Company",3,7.98402402402402,-14057230.6666667,26.7210993333333
"Licht/Mueller Film Corporation",2,5.93100511073254,34185225,26.6117545
"VIP 2 Medienfonds",3,6.51682188591385,1608792,26.583442
"Broken Road Productions",5,5.50939226519337,81902531,26.508468
"Italian Tax Credit",2,5.95068736141907,118889501,26.459576
"Universal",4,6.20730080730081,15990106.75,26.3925905
"Pathé",12,6.86696571611663,35903130.8333333,26.3447125
"Lumiere",2,8.07273718647764,4670885,26.3114175
"HandMade Films",2,6.9765356734071,346460,26.3017205
"Live Entertainment",3,7.93580957363327,2459989.33333333,26.2690843333333
"Metropolitan Filmexport",4,6.66911764705882,36456013,26.23206425
"LionsGate",3,5.73206256109482,33427276,26.2211936666667
"Lakeshore Entertainment",34,6.39631541097339,29770272.5,26.2071776470588
"Participant Productions",3,7.51741372471242,63624178,26.2031666666667
"Gold/Miller Productions",2,5.90126968004063,118809598,26.1394625
"H2F Entertainment",2,5.69866156787763,-17626381,26.1358535
"Conundrum Entertainment",6,5.61684782608696,27948995.3333333,26.023778
"Automatik Entertainment",7,6.01199226305609,11242464.2857143,26.0231992857143
"Spyglass Entertainment",38,6.49202389212344,69256377.2368421,25.9826969473684
"Mutual Film Company",14,6.6865404057424,48559060.3571429,25.9446219285714
"StudioCanal",41,6.79323730718153,37842263.5121951,25.9161376341463
"Televisió de Catalunya TV3",2,6.69008919722498,21775587,25.9100645
"Newmarket Capital Group",9,7.15219574865686,48182362.8888889,25.8949904444444
"Scion Films",11,7.0681361541189,33583807.5454545,25.8909778181818
"NPV Entertainment",25,6.502042573547,65338676.92,25.84762532
"Big Indie Pictures",2,7.37202797202797,19860202,25.8130925
"Odeon Films",2,6.83209377526273,125909,25.802276
"Sighvatsson Films",2,6.43365963855422,4547727.5,25.7889345
"Amazon Prime Instant Video",3,6.4787456445993,62593871.3333333,25.7885643333333
"Nickelodeon Movies",22,6.06456815816857,71394559.2727273,25.7537066818182
"Toho-Towa",9,5.95496195307546,37196902.6666667,25.7359577777778
"Miramax",11,6.88062133645955,28173206.4545455,25.7327816363636
"Initial Entertainment Group (IEG)",10,7.38969517129755,47975865.4,25.726279
"TPS Star",8,6.87168568920105,31704928.75,25.705968
"Smart Egg Pictures",3,6.78348284960422,30165649.3333333,25.705147
"Sofica Europacorp",2,6.70247933884298,7322118,25.6899415
"Aardman Animations",5,6.43630705394191,63217014.6,25.6515
"Kaplan/Perrone Entertainment",2,5.79249867934496,90938865,25.64673
"World 2000 Entertainment",3,6.34971135343169,6615265.66666667,25.642337
"Film4",36,7.21344050845873,22305127.7222222,25.6057265555556
"Horseshoe Bay Productions",2,5.60531062124249,8375725,25.5931075
"Stuber Productions",8,5.83654019873532,15044609.5,25.57629475
"O2 Filmes",3,7.7316414244781,7395583,25.5326303333333
"Next Entertainment",4,5.66494623655914,26718318,25.52283875
"Pandora Cinema",3,7.62772062804548,-4476492.66666667,25.476544
"Management 360",4,6.27584085315833,36976960.5,25.45718275
"Imagine Entertainment",36,6.63354711225127,80190859.7777778,25.4382646944444
"Apaches Entertainment",2,6.93653846153846,69137061.5,25.3876965
"Constant c Productions",2,5.99985974754558,170285762,25.3699375
"Forest Whitaker's Significant Productions",2,7.23607770582794,17336305.5,25.3641545
"RKO Radio Pictures",4,7.38032144257154,23639281,25.3275405
"Pariah Entertainment Group",2,6.30776053215078,24498385,25.309151
"Golden Mean",2,6.38060686015831,70437865,25.261506
"Lonely Film Productions GmbH & Co. KG.",3,7.0522376833396,21718225.6666667,25.223727
"Everest Entertainment",3,6.99629032258064,7426873.33333333,25.2152756666667
"Nexus Factory",2,6.76480231436837,-12120836,25.2077725
"Eddie Murphy Productions",3,6.30532868525896,216844834.333333,25.1540436666667
"Infinity Features Entertainment",2,6.3,7176303.5,25.150001
"Brad Grey Pictures",3,5.597583081571,83775936.6666667,25.146482
"Ascendant Pictures",3,7.17091988130564,2945592,25.1457533333333
"DreamWorks",7,6.42311547295887,106706843.142857,25.1395482857143
"Blue Wolf",3,6.9641862315957,189526365.666667,25.128059
"Endgame Entertainment",12,6.56903422193525,14801191.25,25.11863275
"Kanzaman",6,5.98834894613583,31952157.8333333,25.1128223333333
"Blueprint Pictures",3,7.00104675505932,33311436.6666667,25.0760823333333
"Two Ton Films",2,6.64708196721311,58595925,25.074328
"First Generation Films",2,5.5738813735692,8611137.5,24.98192
"Wessler Entertainment",2,4.47470651013874,25629144.5,24.9681355
"Before the Door Pictures",4,6.55362793235134,1042457.25,24.93504775
"China Film Group Corporation (CFGC)",3,6.52026777469991,68834170,24.9189393333333
"Alcon Entertainment",22,6.52146731206625,41632752.7727273,24.8527967272727
"Nostromo Pictures",2,5.74479166666667,-13402267,24.841816
"Callahan Filmworks",2,6.08551198257081,129503010.5,24.7808945
"Focus Features",36,6.82168505299589,39452553.8611111,24.7665938055556
"Muse Productions",5,6.30360174942115,8598169.2,24.7539856
"Josephson Entertainment",5,6.07991206375378,83717311.2,24.7396304
"Metro-Goldwyn-Mayer Pictures",2,5.90799360511591,30171756.5,24.7360095
"Wildgaze Films",2,7.03039426523297,35763724,24.651511
"Delphi Films",2,6.9,119507779,24.6375695
"Laurence Mark Productions",8,6.65054287962235,42581463.375,24.58510575
"Gravier Productions",5,6.89513633014001,55774113.4,24.5399754
"Gramercy Pictures",5,7.52880891844318,2853752.8,24.5341732
"Mad Chance",9,6.23834685789772,16350746.5555556,24.4063402222222
"Alphaville Productions",2,6.75770020533881,30516927,24.400939
"Radar Pictures",13,6.0972208773119,37677983.9230769,24.306293
"Hopscotch Features",3,7.01011293634497,18294528.3333333,24.2814846666667
"Cold Spring Pictures",3,6.58290783210731,75945126.3333333,24.2802353333333
"CBS Films",12,6.40178052784442,21260736,24.2571665833333
"Alphaville Films",9,5.78138556167044,89210882.8888889,24.2329873333333
"Summer Knowledge LLC",2,5.42375117813384,41794123,24.223749
"Gracie Films",7,6.76772406847935,138676938.714286,24.223374
"Canal+ España",9,6.81529850746269,21070812.8888889,24.1887284444444
"Intrepid Pictures",3,5.95083135391924,9368418.33333333,24.1804456666667
"Recorded Pictures Company",2,6.66004319654428,16723135.5,24.1611525
"Kingsgate Films",3,7.02232063773251,4289228.66666667,24.0753203333333
"Tiger Aspect Productions",2,6.7900212314225,154868172,24.0560555
"Handsomecharlie Films",4,5.91511345218801,20233749.5,24.01381825
"Head Gear Films",2,6.30285714285714,22918936,24.011285
"Mosaic Media Group",14,5.76234322422759,82930184.7857143,23.9543765
"Perdido Productions",3,6.58154463390171,52516303.6666667,23.8549963333333
"Film i Väst",9,6.40602991944764,12537708,23.8366268888889
"CinéCinéma",10,6.5375415282392,15483585,23.8280605
"Hammerhead Productions",2,5.17161458333333,38960970,23.8263795
"FGM Entertainment",2,6.51177777777778,3826308,23.8253285
"Mediapro",4,6.92461024498886,63729788.5,23.79708325
"Equity Pictures Medienfonds GmbH & Co. KG III",2,6.04862869198312,4887961.5,23.761852
"Treehouse Pictures",4,6.28306142034549,12803511.75,23.73474275
"Deutsche Filmförderfonds (DFFF)",5,6.02790851110622,51230267.8,23.7120104
"Geffen Pictures",3,7.10673778775969,46854869.3333333,23.6948996666667
"Cube Vision",6,6.7384060347655,75563131.5,23.6737693333333
"Senator International",2,5.58295454545455,110333730.5,23.659836
"Gerber Pictures",5,7.226071664102,51133832.8,23.6405288
"Silver Reel",8,5.811045804621,-12013055.75,23.618538125
"Canal+",73,6.7605481612935,33366351.0410959,23.6178094657534
"KC Medien",2,7.19301675977654,14488135,23.60205
"Chartoff-Winkler Productions",3,6.09504531722054,8413979,23.5311836666667
"Eskwad",2,7.0030985915493,-7999604,23.502797
"Hank Levine Film",2,8.07143631436314,13670885,23.4840375
"Mediastream Dritte Film GmbH & Co. Beteiligungs KG",3,5.5639755351682,61177667.6666667,23.468238
"Asymmetrical Productions",2,7.61716208637128,-2441330.5,23.4450555
"The Picture Factory",2,7.61716208637128,-2441330.5,23.4450555
"Province of British Columbia Film Incentive BC",4,6.0745247148289,32954709.5,23.44163775
"Winkler Films",5,7.73492225337752,-732483.8,23.416609
"Hard Eight Pictures",4,6.07276210379659,31180368,23.37794475
"Telecinco Cinema",5,6.90742142025611,25628407.6,23.253525
"United Artists",73,7.21571843634443,42918216.9863014,23.2518014794521
"Cheyenne Enterprises",9,6.20743099787686,34454505.4444444,23.2309857777778
"Paramount Vantage",13,7.37698930341769,30909143.6923077,23.2206869230769
"Nord-Ouest Productions",2,7.12826666666667,-2145026.5,23.2185215
"La Petite Reine",3,6.48622004357299,49371179,23.2065213333333
"The Montecito Picture Company",7,6.15796930342385,46775592.1428571,23.1838478571429
"Lee Daniels Entertainment",2,7.07046632124352,65915830.5,23.0736845
"Studio 37",4,6.87734505862646,34285168.25,23.047157
"Hydraulx",2,5.8558282208589,27460175,23.037752
"Sony Pictures Worldwide Acquisitions (SPWA)",2,6,104920989.5,22.9595665
"Focus Films",4,6.33736321000521,12690336,22.93539325
"Worldview Entertainment",12,6.78974423585738,-2011759.83333333,22.9012191666667
"Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)",7,6.85585387323944,11497751.2857143,22.8958037142857
"Warp Films",4,7.20159808230124,19464424.75,22.869071
"Chris Lee Productions",3,5.72138461538462,-21766930.3333333,22.833647
"Haxan Films",2,5.96535122336227,123970000,22.7904005
"GreeneStreet Films",4,6.43896713615023,-15540476.75,22.77624
"Mars Media Beteiligungs",2,7.01688888888889,89445095,22.7725525
"Rickshaw Productions",2,6.59992531740104,70400000,22.770624
"Witt/Thomas Productions",2,6.8089850249584,29737041,22.7231205
"Antena 3 Films",3,6.40303582270795,19653275.3333333,22.657276
"Overture Films",3,6.45964682799215,16758710,22.6364153333333
"Orion Pictures",15,7.36999568593615,48161088.7333333,22.6349713333333
"PeaPie Films",2,6.46241610738255,8303371.5,22.5572355
"Revelations Entertainment",2,6.76393442622951,53706266,22.5519935
"Studio Canal",17,6.62107089272318,39767564.3529412,22.4678872352941
"Fountainbridge Films",2,6.33407079646018,91727080,22.46054
"Palomar Pictures (II)",3,6.37832914572864,-18578526.3333333,22.4012726666667
"The Guber-Peters Company",3,7.07200325071109,164213644.333333,22.3868936666667
"Hakuhodo DY Media Partners",2,7.42812182741117,72507056.5,22.3724135
"CJ Capital Investment",2,6.97905935050392,50646475.5,22.3650565
"Columbia Pictures Corporation",96,6.53427574113288,54954752.1041667,22.3265816041667
"Onyx Films",2,7.51680672268907,8701299,22.314302
"Brooksfilms",2,7.59057421451788,20841885.5,22.27669
"Mainichi Broadcasting System (MBS)",2,7.69362980769231,-4117267.5,22.248082
"Alliance Films",13,6.40486922648859,24738725.2307692,22.2466243076923
"LD Entertainment",4,6.17851396119262,21297489.25,22.1963655
"Castel Film Romania",2,6.36650294695481,65724974,22.186511
"Icon Productions",6,6.88973166368515,105596968.666667,22.1672246666667
"Phoenix Pictures",17,7.13636562911004,19627104.4117647,22.1654496470588
"Image Entertainment",2,5.81029836381136,38301844.5,22.151212
"Iguana Producciones",2,4.97128927410618,108624174.5,22.133744
"Dune Films",6,6.68866189989785,12892849.1666667,22.0885303333333
"Gary Sanchez Productions",13,5.82746277487427,67656575.9230769,22.0388306153846
"Wind Dancer Productions",2,6.19756097560976,154159088.5,22.038395
"International Film Investors",3,7.0756329113924,38989494,22.037124
"Ten Thirteen Productions",2,6.03095944609298,80783873.5,22.0272295
"Lazio Film Commission",2,6.64639498432602,27509359,22.0080235
"Twins Financing",2,6.98822899946495,32499053.5,21.9808245
"This Is That Productions",8,7.26545375471151,19122459,21.9648155
